annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at,augment_method,group_id
3684,1,0.5667700469493866,1,2026-02-17T13:19:24.952738Z,0,19812,3.495,0/6,uncertain_or_low_confidence,讃美歌　終わりの日における神の警告「人類が神を礼拝すれば人々は幸運を得ることができる」 | 神の国降臨の福音 讃美歌動画 1480,2026-02-17T13:19:24.952761Z,original,8
3684,1,0.5667700469493866,1,2026-02-17T13:19:24.952738Z,0,19812,3.495,0/6,uncertain_or_low_confidence,讃美歌　終わりの日における神の警告「人...類が神を礼。拝すれば人！々は幸。運を得ることができる」 ...| 神の国降臨の福...音 讃美歌動画 1480。。,2026-02-17T13:19:24.952761Z,original_AEDA,8
3684,1,0.5667700469493866,1,2026-02-17T13:19:24.952738Z,0,19812,3.495,0/6,uncertain_or_low_confidence,賛美歌：終わりの日の神の警告 人類が神を崇拝すれば、人々は幸運を得られる ｜ 神の国の到来の福音 賛美歌ビデオ1480,2026-02-17T13:19:24.952761Z,BT_Gemini_Sim0.97,8
3684,1,0.5667700469493866,1,2026-02-17T13:19:24.952738Z,0,19812,3.495,0/6,uncertain_or_low_confidence,賛美歌：終わりの日の神の警告 人類が神を崇！拝すれば、人、々は··幸運を！得られる ·｜ 神の国の到来の福音 賛美歌ビデオ1480,2026-02-17T13:19:24.952761Z,BT_AEDA,8
6748,1,0.596121738354365,1,2026-03-18T15:04:20.302734Z,0,22135,3.395,0/6,uncertain_or_low_confidence,霊的な宴 | 福音の村 タグ: 霊的な宴	一緒にご飯を食べなさい	【カトリック上野教会】,2026-03-18T15:04:20.302756Z,original,7
6748,1,0.596121738354365,1,2026-03-18T15:04:20.302734Z,0,22135,3.395,0/6,uncertain_or_low_confidence,、霊的な宴 | ？福音の村 ·タグ: 、霊的な宴	·一緒にご飯を食べなさい	【カトリック...上野教会】,2026-03-18T15:04:20.302756Z,original_AEDA,7
6748,1,0.596121738354365,1,2026-03-18T15:04:20.302734Z,0,22135,3.395,0/6,uncertain_or_low_confidence,霊的饗宴 | 福音の村 タグ: 霊的饗宴 食事を共にする [上野カトリック教会],2026-03-18T15:04:20.302756Z,BT_Gemini_Sim0.97,7
6748,1,0.596121738354365,1,2026-03-18T15:04:20.302734Z,0,22135,3.395,0/6,uncertain_or_low_confidence,霊的饗宴。 | 福音の村 タ！グ: 霊·的饗宴 。食事を共にする [上野カトリック教会],2026-03-18T15:04:20.302756Z,BT_AEDA,7
2033,1,0.4686709741751353,1,2026-02-12T13:24:19.188731Z,1,21569,3.934,4/2,uncertain_or_low_confidence,統一教会は反日カルトだよ だから保守だ愛国だでバカをだます そして金は北朝鮮に送っていた つまり北朝鮮の組織なんだよ,2026-02-12T13:24:19.188751Z,original,4
2033,1,0.4686709741751353,1,2026-02-12T13:24:19.188731Z,1,21569,3.934,4/2,uncertain_or_low_confidence,統一教会。は反日カルト。だよ だから保守だ愛国！、だでバカをだます 、そして金は北朝鮮に！送っていた つまり北朝鮮の組織なんだよ,2026-02-12T13:24:19.188751Z,original_AEDA,4
2033,1,0.4686709741751353,1,2026-02-12T13:24:19.188731Z,1,21569,3.934,4/2,uncertain_or_low_confidence,統一教会は反日カルトだ。だから、「保守」や「愛国」の言葉で馬鹿を騙す。しかも、北朝鮮に金を送っていた。要するに、北朝鮮の組織だ。,2026-02-12T13:24:19.188751Z,BT_Gemini_Sim0.97,4
2033,1,0.4686709741751353,1,2026-02-12T13:24:19.188731Z,1,21569,3.934,4/2,uncertain_or_low_confidence,統、一...教会は反日カルトだ。だから、「保守」や「愛国！」の言葉で馬鹿を騙す。しかも、北朝、鮮に金·を送っていた。要す、るに、北朝鮮の、組織だ。...,2026-02-12T13:24:19.188751Z,BT_AEDA,4
6426,1,0.4425917367140452,1,2026-03-15T21:36:13.464248Z,1,22403,12.465,1/5,uncertain_or_low_confidence,>>802 お前は日本教の信仰に従って勝手に他の宗教の神を日本教の支配下にしてバカにしてるだろ。 全世界の仏教徒に謝れよ。,2026-03-15T21:36:13.464272Z,original,1
6426,1,0.4425917367140452,1,2026-03-15T21:36:13.464248Z,1,22403,12.465,1/5,uncertain_or_low_confidence,>>802 お前は日本教の信仰に従って勝手に他の！宗教の神を日本教の支配下にしてバカに、して·！るだろ。 全世界？の仏教徒に謝？れよ...。,2026-03-15T21:36:13.464272Z,original_AEDA,1
6426,1,0.4425917367140452,1,2026-03-15T21:36:13.464248Z,1,22403,12.465,1/5,uncertain_or_low_confidence,>>802 日本教の信仰に従うお前は、他の宗教の神々を日本教の支配下に置いていると傲慢にも決めつけ、嘲笑しているのだろう？世界中の仏教徒に謝罪しろ。,2026-03-15T21:36:13.464272Z,BT_Gemini_Sim0.97,1
6426,1,0.4425917367140452,1,2026-03-15T21:36:13.464248Z,1,22403,12.465,1/5,uncertain_or_low_confidence,>>...802 日本教の信仰に従うお。前は、他の宗教の神々を日本教。の支配下に置いていると傲慢·にも決めつけ、、·嘲·笑しているのだろう？世界中の仏教徒に謝罪しろ。,2026-03-15T21:36:13.464272Z,BT_AEDA,1
3834,1,0.4404941697915395,1,2026-02-18T03:44:24.185404Z,1,19608,25.606,1/5,uncertain_or_low_confidence,第五十六章 | 全能神教会 あなたがたは神の言葉をもって自らを装備するよう言われているが、あなたがたのために何が采配されようが、すべては神が自らの手で指揮するものであるから、あなたがたの熱心な祈りや嘆願は必要ではない──それらは役に立たないのである。しかし、現在の状況から見れば、あなたがたの直面する実際の問題は、あなたがたには…,2026-02-18T03:44:24.185425Z,original,5
3834,1,0.4404941697915395,1,2026-02-18T03:44:24.185404Z,1,19608,25.606,1/5,uncertain_or_low_confidence,第五十六章 | 全能神？教会 あなたがたは神の。言葉をもって自ら......を装備する！よう言。·われているが、あなたが·たのために何が采配？？され！ようが、すべては神が自らの手で指揮するものであるから、あ·なたがたの熱心な祈りや！嘆願は？必要ではない──？それらは役？に立たないの？で...ある。しか、し、現在の状況か。ら見れば、、あな·たがたの直面する実際の問題は、あなたが！たには…,2026-02-18T03:44:24.185425Z,original_AEDA,5
3834,1,0.4404941697915395,1,2026-02-18T03:44:24.185404Z,1,19608,25.606,1/5,uncertain_or_low_confidence,"第56章 | 全能神教会
あなた方は神の言葉で身を固めるように言われているが、あなた方に何が手配されようとも、そのすべては神ご自身の手によって導かれているので、あなた方の熱心な祈りや嘆願は必要ない――それらは無益である。しかし、現状を見ると、あなた方が直面している実際の問題、あなた方には…",2026-02-18T03:44:24.185425Z,BT_Gemini_Sim0.95,5
3834,1,0.4404941697915395,1,2026-02-18T03:44:24.185404Z,1,19608,25.606,1/5,uncertain_or_low_confidence,"？第56章 |· 全能神教会。
あなた方は神の言！葉で身を固·！め？るように言われて、いるが、！あなた方に何が手配されようとも、そのすべては、、神ご自身の手によって導かれ。ているので、あなた方の熱心な？祈りや嘆願は必？要ない――、それらは無益である。しかし、·。現状を見！！ると、あなた方が直面している実際の問題、あ？なた...方には…",2026-02-18T03:44:24.185425Z,BT_AEDA,5
7767,1,0.4303443332513173,1,2026-03-23T10:19:35.685921Z,0,20904,5.045,2/4,uncertain_or_low_confidence,現実性に一層重点を置くこと | 神の国降臨の福音 律法の時代における働き 全能者のため息 終わりの日のキリストだけが人に永遠のいのちの道を与えられる 終着点のために、善行を十分積まなければならない,2026-03-23T10:19:35.685942Z,original,3
7767,1,0.4303443332513173,1,2026-03-23T10:19:35.685921Z,0,20904,5.045,2/4,uncertain_or_low_confidence,現·実性に一層重点を置く...こと、 。| 神の国降臨の福音 律...法の時代における？働？き 全能？者のため息 終わり！？の日のキリストだ...け！が人に永遠のいのちの道を与えられる 終着点のため...に、善行を十分積まなければならない,2026-03-23T10:19:35.685942Z,original_AEDA,3
7767,1,0.4303443332513173,1,2026-03-23T10:19:35.685921Z,0,20904,5.045,2/4,uncertain_or_low_confidence,さらに現実に重点を置く ｜ 神の国の降臨の福音 律法の時代における御業 全能者の嘆息 終わりの日のキリストのみが人々に永遠の命の道を与えることができる 最終的な目的地のためには、十分な善行を積み重ねなければならない。,2026-03-23T10:19:35.685942Z,BT_Gemini_Sim0.96,3
7767,1,0.4303443332513173,1,2026-03-23T10:19:35.685921Z,0,20904,5.045,2/4,uncertain_or_low_confidence,さらに現？実に重点を·置く ｜ 神の国の降臨の福音 律法の時代におけ？る御業 全能者の嘆！。息？ 終わりの日のキリストのみが人々に永遠の命の道を与えることができる 最終的な。目的地のために...は、十分、な善行を。。積、み重ね？なければならない。,2026-03-23T10:19:35.685942Z,BT_AEDA,3
1398,1,0.6205622255802155,1,2026-02-08T07:38:05.662142Z,0,22125,2.175,1/5,uncertain_or_low_confidence,朗読　主イエスの再臨の御言葉 「神の働き、神の性質、そして神自身 ２」 その１　パート１ | 全能神教会,2026-02-08T07:38:05.662172Z,original,9
1398,1,0.6205622255802155,1,2026-02-08T07:38:05.662142Z,0,22125,2.175,1/5,uncertain_or_low_confidence,朗読　主イエスの再臨！の御言葉 「？神の働き、神の性質、そして神自身 ２」 その１　パー？ト１ 、| ·全、能神教会,2026-02-08T07:38:05.662172Z,original_AEDA,9
1398,1,0.6205622255802155,1,2026-02-08T07:38:05.662142Z,0,22125,2.175,1/5,uncertain_or_low_confidence,朗読：主イエス再臨の言葉 神の働き、神の性質、そして神ご自身 第2集 第1部 第1章 | 全能神教会,2026-02-08T07:38:05.662172Z,BT_Gemini_Sim0.96,9
1398,1,0.6205622255802155,1,2026-02-08T07:38:05.662142Z,0,22125,2.175,1/5,uncertain_or_low_confidence,朗読：主イエス再臨の言葉 神の働き、神の性質、そして神？ご自身、 、第2集 第1部 第。1章 | 全能神教会...,2026-02-08T07:38:05.662172Z,BT_AEDA,9
