Text,True_Hate,Pred_Hate,Error_Type
邪 恶 的 蛇 把 禁 果 给 了 亚 当 和 夏 娃 ， 然 后 他 们 被 上 帝 逐 出 了 伊 甸 园 。 现 在 基 督 徒 一 般 都 把 苹 果 当 作 禁 果 ， 而 在 中 国 ， 大 家 兴 高 采 烈 的 在 平 安 夜 互,1,0,漏报(FN)
哈 哈 ， 基 督 徒 的 战 五 渣,1,0,漏报(FN)
这 就 是 新 教 的 优 势 ， 每 次 干 了 缺 德 事 都 能 丢 到 梵 蒂 冈 头 上,1,0,漏报(FN)
最 后 一 句 话 怎 么 突 然 想 到 《 圣 经 》 ？ ！ 我 是 谁 ， 我 从 哪 里 来 ， 要 到 哪 里 去 。,0,1,误报(FP)
高 中 又 盖 了 新 教 学 楼... 二 中 就 是 太 有 钱 了 ， 唉... 我 要 重 读 ！ ！,0,1,误报(FP)
基 督 教 是 世 界 公 认 的 宗 教 ， 在 你 眼 里 咋 就 成 邪 教 啦 ！ 不 知 是 教 邪 还 是 你 人 邪 ？,0,1,误报(FP)
莫 言 一 旦 接 受 诺 奖 ， 就 注 定 要 成 为 一 个 背 负 道 德 十 字 架 诺 贝 尔 伦 理 的 人 ， 担 当 起 整 个 国 族 的 全 部 现 实 苦 难 问 题 的 可 笑 之 处 在 于,0,1,误报(FP)
理 论 上 上 帝 是 可 以 在 卢 米 安 的 混 沌 面 孔 上 面 复 活 的 。 但 是 他 被 恶 心 到 了,0,1,误报(FP)
中 世 纪 的 欧 洲 一 片 黑 暗 ， 但 咱 们 大 清 也 这 样 。,0,1,误报(FP)
/ / @ 梅 华 龙 _ mhl : 所 以 这 种 锡 安 走 狗 也 不 得 不 承 认 ， 以 色 列 杀 害 巴 勒 斯 坦 平 民 与 所 谓 解 救 被 扣 押 人 员 一 点 关 系 都 没 有 。,0,1,误报(FP)
法 利 赛 人 与 上 帝 之 间 的 主 要 阻 隔 ， 不 是 他 们 的 罪 ， 而 是 他 们 那 些 要 命 的 好 行 为 ！ 利 用 道 德 上 的 表 现 来 操 纵 上 帝 与 别 人 ， 来 满 足 自 己 的 欲 望 。 自,0,1,误报(FP)
弥 合 伊 斯 兰 基 督 大 分 裂 试 试,0,1,误报(FP)
对 他 们 来 说 孙 悟 空 都 可 以 是 基 督 徒,1,0,漏报(FN)
圣 战 万 岁,1,0,漏报(FN)
把 自 己 交 给 上 帝 就 是 标 准 化 ， 所 以 基 督 教 易 于 操 作 ； 把 自 己 交 给 佛 就 是 个 性 化 ， 所 以 佛 教 难 以 扩 张 ，,0,1,误报(FP)
