Text,True_Hate,Pred_Hate,Error_Type
哈 哈 ， 对 于 基 督 徒 来 说 ， 任 何 事 件 都 是 上 帝 的 见 证 。 / / @ 暴 走 恭 亲 王 : 作 为 证 据 如 果 是 货 币 可 以 直 接 没 收 入 财 政 国 库 ， 这 个 理 论 操 作 上 都 不,1,0,漏报(FN)
邪 恶 的 蛇 把 禁 果 给 了 亚 当 和 夏 娃 ， 然 后 他 们 被 上 帝 逐 出 了 伊 甸 园 。 现 在 基 督 徒 一 般 都 把 苹 果 当 作 禁 果 ， 而 在 中 国 ， 大 家 兴 高 采 烈 的 在 平 安 夜 互,1,0,漏报(FN)
哈 哈 ， 基 督 徒 的 战 五 渣,1,0,漏报(FN)
这 就 是 新 教 的 优 势 ， 每 次 干 了 缺 德 事 都 能 丢 到 梵 蒂 冈 头 上,1,0,漏报(FN)
最 后 一 句 话 怎 么 突 然 想 到 《 圣 经 》 ？ ！ 我 是 谁 ， 我 从 哪 里 来 ， 要 到 哪 里 去 。,0,1,误报(FP)
甲 ： 圣 诞 快 乐 ！ 乙 ： 你 信 基 督 ？ 甲 ： 我 信 我 爸 。 乙 ： 你 爸 信 基 督 ？ 甲 ： 我 爸 信 我 妈 。 乙 ： 哦 ， 原 来 你 妈 信 基 督 。 甲 ： 我 妈 信 我 。 乙 ：....,0,1,误报(FP)
基 督 教 是 世 界 公 认 的 宗 教 ， 在 你 眼 里 咋 就 成 邪 教 啦 ！ 不 知 是 教 邪 还 是 你 人 邪 ？,0,1,误报(FP)
理 论 上 上 帝 是 可 以 在 卢 米 安 的 混 沌 面 孔 上 面 复 活 的 。 但 是 他 被 恶 心 到 了,0,1,误报(FP)
感 觉 会 出 现 圣 母 婊 这 种 主 角 ， 大 多 是 作 者 想 写 一 个 善 良 的 主 角 ， 但 是 他 的 大 脑 不 允 许,0,1,误报(FP)
中 世 纪 的 欧 洲 一 片 黑 暗 ， 但 咱 们 大 清 也 这 样 。,0,1,误报(FP)
耶 稣 这 个 厉 鬼 ， 死 在 十 字 架 怨 气 太 重 ， 阴 魂 不 散 ， 求 大 慈 大 悲 观 世 音 把 他 超 度 了 ， 别 让 他 祸 害 人 间,1,0,漏报(FN)
