Text,True_Hate,Pred_Hate,Error_Type
等 我 老 了 那 一 天 ， 一 定 不 会 蠢 到 跟 别 人 说 ， 我 不 会 死 ， 我 将 永 垂 不 朽 ， 我 是 那 个 永 远 有 腔 调 有 范 儿 的 活 在 你 们 心 里 的 人 ， 说 这 话 的 不 是 邪 教 教,1,0,漏报(FN)
耶 稣 要 是 知 道 后 人 把 他 定 位 成 三 位 一 体 的 神 中 的 一 位 格 。 。 。 他 自 己 会 不 会 都 吓 一 大 跳 ？,0,1,误报(FP)
现 在 的 网 络 环 境 感 觉 见 到 一 个 真 正 的 圣 母 主 角 都 不 容 易 了 呀 看 到 这 条 评 论 有 感 而 发 ， 想 来 讨 基 本 称 得 上 圣 母 主 角 的 书 。 当 然 也 欢 迎 大 家 发 点 圣,1,0,漏报(FN)
哈 哈 ， 太 赞 了 ！ ！ 美 国 人 恨 死 中 国 的 带 路 党 ， 把 米 爹 带 沟 里 了 。 / / @ 老 曾 阿 牛 : 呵 呵 ， 强 烈 推 荐 大 家 看 看 这 三 分 钟 的 视 频 ： 上 帝 给 你 开 玩 笑,1,0,漏报(FN)
这 就 是 新 教 的 优 势 ， 每 次 干 了 缺 德 事 都 能 丢 到 梵 蒂 冈 头 上,1,0,漏报(FN)
亚 服 传 教 士 的 确 恶 心 ， 玩 哪 是 玩 家 自 己 的 事 ， 想 去 自 然 就 去 了 ， 一 直 叽 叽 歪 歪 的 看 了 烦 人 ， 国 服 也 不 是 什 么 好 货 色 ， 脚 本 科 技 横 行 ， 什 么 德 行,0,1,误报(FP)
有 是 有 ， 但 人 们 蛐 蛐 教 会 的 时 候 会 想 到 很 多 时 候 修 女 是 受 害 者 啊 （,0,1,误报(FP)
"hehe, 你 们 教 派 我 吃 不 消 啊 ， 规 矩 太 多 / / @ 韩 旭 snda : 我 领 你 进 我 们 伊 斯 兰 教 吧 ~ ~ [ 哈 哈 ] / / @ 梁 建 武 - 月 下 游 民 : 慧 根 自 有 慧 眼 识 ，",1,0,漏报(FN)
照 这 样 看 中 世 纪 的 欧 洲 人 应 该 是 不 白 ， 现 代 欧 洲 人 已 经 被 换 过 种 了 。,1,0,漏报(FN)
有 些 人 像 上 帝 一 样 审 视 着 那 些 晚 睡 和 早 起 的 人 发 的 一 条 条 的 微 博 ， 他 们 就 是 失 眠 者 。,1,0,漏报(FN)
不 敢 看 / / @ 镭 老 : 下 午 转 完 就 没 了 。 再 转 。 / / @ ccdm 基 督 教 数 字 传 媒 : 这 就 是 杀 人 ！ 这 就 是 屠 村 ！ / / @ 北 村 : 最 好 标 出 这 些 村 附 近 都 有,0,1,误报(FP)
别 尬 黑 ， 圣 经 没 这 么 拗 口,0,1,误报(FP)
哦 ， 俺 懂 了 ， 宪 法 啥 时 候 从 国 家 的 公 器 变 成 权 势 显 贵 裤 裆 里 的 鸟 了 ， 想 上 谁 ， 就 上 谁 ， 他 们 是 开 妓 院 的 么 ？ / / @ 雯 月 : 三 一 国 判 他 有 罪! 中,0,1,误报(FP)
# 营 销 策 略 # 一 位 商 人 拜 访 教 皇 ， 声 称 只 要 他 肯 改 口 一 句 话 ， 就 给 100 万 元 ， 教 皇 没 答 应 。 商 人 提 价 1000 万 ， 教 皇 拒 绝 。 主 教 不 解 ， 教 皇 说 ： 他 要,1,0,漏报(FN)
# 律 问 # 宗 教 哪 个 离 人 最 近 ？ 佛 教 ！ 哪 个 离 人 最 远 ？ 基 督 教 ！,1,0,漏报(FN)
在 东 大 这 洪 秀 全 是 上 帝 二 儿 子 。 。 。,1,0,漏报(FN)
/ / @ 梅 华 龙 _ mhl : 所 以 这 种 锡 安 走 狗 也 不 得 不 承 认 ， 以 色 列 杀 害 巴 勒 斯 坦 平 民 与 所 谓 解 救 被 扣 押 人 员 一 点 关 系 都 没 有 。,0,1,误报(FP)
不 就 是 基 督 教 吗 ， 有 啥 好 邪 教 的 ， 大 陆 这 边 没 人 信 才 少 见,0,1,误报(FP)
政 教 合 一 应 该 是 中 世 纪 欧 洲 黑 暗 史 的 重 要 原 因 。,1,0,漏报(FN)
肯 定 是 异 端 啊 ， 正 教 和 公 教 这 两 个 几 百 年 前 都 相 互 开 教 籍 ， 指 责 对 面 是 异 端 。 何 况 是 洪 秀 全 的 那 个 拜 上 帝 教,0,1,误报(FP)
就 是 那 个 蛋 糕 店 好 像 是 基 督 徒 开 的 ， 拒 绝 给 txl 提 供 蛋 糕 服 务 ， 后 来 被 拒 绝 的 txl 不 服 气 告 到 奥 黑 驴 那 ， 强 势 让 人 家 蛋 糕 店 给 他 们 提 供 服,1,0,漏报(FN)
欧 洲 在 中 世 纪 ， 各 方 面 是 严 重 落 后 于 中 國 的 。 仅 少 数 宗 教 人 士 与 贵 族 有 书 识 字 ， 大 多 是 文 肓 及 奴 隶 。 歌 德 讲 过 ， 当 我 们 祖 先 生 活 在 森 林 中 ， 中,0,1,误报(FP)
把 宗 教 领 袖 丢 给 外 国 人 ， 他 大 圣 战 你 整 个 中 原 一 起 上,0,1,误报(FP)
天 主 教 改 最 大 目 的 不 就 是 为 了 圣 战 这 群 愚 昧 的 信 徒 ， 罗 马 门 下 对 掏 ， 赢 得 才 是 正 统 ， 玩 拜 拜 不 教 改 打 天 主 想 恢 复 历 史 版 图 能 打 吐 了,0,1,误报(FP)
新 段 子 开 始 了 ， 哈 哈 ． @ 黄 柏 松 @ - 谭 诗 利 - @ viennavirus / / @ 酒 中 人 zjs : 史 上 最 牛 官 员 ！ / / @ 高 和 : 这 人 马 上 火 了 / / @ 铁 翎 : 真 的,1,0,漏报(FN)
这 个 国 家 最 残 忍 的 地 方 就 在 于 ， 教 会 了 我 们 自 我 伤 害 ， 却 没 有 教 我 们 如 何 重 获 自 由 。,0,1,误报(FP)
禁 忌 修 女 是 真 的 赤 激 ， 吸 住 就 停 不 下 来 了,0,1,误报(FP)
传 教 士 有 汝 窑 看 ， 后 儒 有 屯 浪 看 赢 赢 赢,0,1,误报(FP)
就 美 国 佬 那 个 新 教 不 如 拿 太 平 天 国 美 国 化 反 向 传 播,1,0,漏报(FN)
