Text,True_Hate,Pred_Hate,Error_Type
# 带 着 微 博 去 印 尼 # 第 三 天 清 晨 ， 斜 风 细 雨 。 一 个 丹 尼 尔 老 人 猩 猩 一 样 蹲 在 巨 石 上 ， 用 刀 刻 般 的 手 握 着 我 不 放 ， 信 仰 基 督 教 让 他 们 变 得 文 明 ？,1,0,漏报(FN)
耶 稣 死 于 十 字 架 时 ， 圣 殿 的 帷 幔 从 上 至 下 裂 开 。 它 是 一 个 象 征 。 新 约 缔 结 ， 抵 达 神 的 道 路 从 耶 稣 的 生 命 开 启 新 路 。 人 类 行 走 茫 茫 的 蒙 昧 黑 暗 中,0,1,误报(FP)
使 命 在 召 唤 ， 问 剑 还 利 否 ？ / / @ 中 国 民 声 论 坛 : 执 剑 的 正 义 才 能 战 胜 邪 恶 ， 没 有 行 动 的 谴 责 不 会 有 任 何 效 果 ！ 支 持 派 遣 特 种 部 队 剿 杀 。 跨 国,1,0,漏报(FN)
从 有 记 录 的 马 可 波 罗 1275 年 抵 达 中 国 ， 到 清 朝 传 教 士 入 主 我 们 朝 廷 的 天 文 机 构 钦 天 监 ， 西 方 人 花 了 六 百 年 左 右 偷 师 中 华 文 化 ， 然 后 消 化 吸 收 并,1,0,漏报(FN)
我 原 来 想 和 上 帝 耶 稣 比 高 低 ， 其 实 很 愚 昧 。 上 帝 罩 着 你 ， 耶 稣 替 你 赎 罪 ， 还 有 啥 不 满 足 的 。,0,1,误报(FP)
新 段 子 开 始 了 ， 哈 哈 ． @ 黄 柏 松 @ - 谭 诗 利 - @ viennavirus / / @ 酒 中 人 zjs : 史 上 最 牛 官 员 ！ / / @ 高 和 : 这 人 马 上 火 了 / / @ 铁 翎 : 真 的,1,0,漏报(FN)
特 朗 普 怒 斥 华 盛 顿 国 家 教 堂 主 教 http : / / t. cn / a63uyihy 应 该 是 憋 了 一 天 ， 这 个 不 发 泄 出 来 估 计 都 睡 不 着 觉,0,1,误报(FP)
耶 稣 说 了 这 话 ， 就 吐 唾 沫 在 地 上 ， 用 唾 沫 和 泥 抹 在 瞎 子 的 眼 睛 上 ， 对 他 说 ： 你 往 西 罗 亚 池 子 里 去 洗 。 （ 西 罗 亚 翻 出 来 ， 就 是 奉 差 遣,0,1,误报(FP)
基 督 教 之 前 虽 然 也 有 过 一 些 瘟 疫 ， 但 死 亡 人 数 最 多 也 就 几 万 人 。 基 督 教 之 后 ， 欧 洲 及 世 界 各 地 多 次 发 生 大 规 模 瘟 疫 ， 每 次 造 成 数 千 至 上 亿 人 死,1,0,漏报(FN)
基 督 教 之 前 虽 然 也 有 过 一 些 瘟 疫 ， 但 死 亡 ？ · 人 数 最 ， 多 也 就 几 万 · 人 。 基 督 教 之 后 ， ？ ？ 欧 洲 及 世 界 ， 各 地 多 次 发 生 大 规 模 瘟 疫 ， 每 ？ 次 造,1,0,漏报(FN)
对 了 ， 虔 诚 的 富 兰 克 林 还 建 议 ？ ， 每 次 聚 会 前 都 要 举 行 祈 祷 仪 式 ， 由 一 两 位 牧 师 主 持 ， 大 · 多 数 人 一 。 时 尴 尬 地 沉 默 · 威 尔 逊...,0,1,误报(FP)
# 用 微 博 去 印 尼 # 第 三 天 清 晨 ， 斜 风 细 雨 。 一 位 名 叫 丹 尼 尔 的 老 人 像 猩 猩 一 样 蹲 在 一 块 巨 石 上 ， 用 刀 刻 的 双 手 抱 着 我 。 信 仰 基 督 教 使 他 们 变 得,1,0,漏报(FN)
# 用 微 博... 去 印 尼 ？ # 第 三 天 清 ？ 晨 。 ， 斜 风 细 雨 。 一 · · 位 名 叫 丹 。 ！ 尼 尔 的 老 人 像 猩 · 猩 一 样 蹲 在 一 块 巨 ？ · 石 上 ， 用 刀 ！ 刻 的 双 ！,1,0,漏报(FN)
· # 带 着 微 博 去 印 尼 #... 第 三 天 清 晨 ， 斜 风 细 雨 。 一 个 丹 尼 尔 老 · 人 猩 猩 一 · 样 。 蹲 在 巨 石 上 ， 用 刀 刻 般 的 手 握 着 我 不 放 ， 信 仰 基 。 督 教,1,0,漏报(FN)
美 国 基 督 徒 已 经 突 破 了 重 重 防 线 ， 并 且 仍 在 取 得 胜 利 。,1,0,漏报(FN)
女 生 要 离 开 ， 去 很 远 的 城 市 。 男 生 很 穷 买 不 起 什 么 ， 自 己 做 了 一 条 项 链 给 女 生 戴 上 ， 吊 ？ 坠 是 耶 稣 十 字 架 。 女 生 · ： 干 嘛 送 我 这 个 ， 我 无 神,0,1,误报(FP)
当 耶 稣 死 在 十 字 架 上 时 ， 圣 殿 的 幔 子 从 上 到 下 裂 开 了 。 它 是 一 个 象 征 。 新 约 结 束 了 ， 通 向 神 的 道 路 从 耶 稣 的 生 命 开 始 。 当 人 类 在 无 明 的 茫 茫 黑,0,1,误报(FP)
职 责 在 召 唤 ， 利 剑 还 锋 利 吗 ？ / / @ 中 国 人 民 之 声 论 坛 ： 只 有 正 义 用 剑 才 能 战 胜 邪 恶 。 不 采 取 行 动 的 谴 责 是 没 有 任 何 效 果 的 ！ 支 持 派 特 种 部 队,1,0,漏报(FN)
职... 责 在 召 ？ 唤 ， 利 剑 还 。 锋 · 利 吗 ？ / / @ 中 国 人 民 之 声 论 坛 ： 只 有 正 义 · 用 剑 才 能 战 胜 。 邪 恶 。 不 采 取 行 动 的 谴 责 是 没 有 任 何 效 果 的,1,0,漏报(FN)
使 命 在 召 唤 ？ ，... 问 。 剑 还 利 否 ？ / / @ 中 国 民 声 论 坛 : 执 剑 的 正 义 才 能 战 胜 ？ 邪 恶 ， 没 有 行 动 的 谴... 责 不 会 有 任... 何 效 果 ！.,1,0,漏报(FN)
从 1275 年 马 可 波 罗 抵 达 中 国 到 清 朝 传 教 士 接 管 我 们 的 皇 家 天 文 机 构 秦 天 监 ， 西 方 人 用 了 大 约 六 百 年 的 时 间 窃 取 中 国 文 化 ， 然 后 同 化 和 篡 改 他 们,1,0,漏报(FN)
从 1275 年 马 可 波 罗 抵 达 中 国 到 清 朝 传 教 士 。 接... 管 我 们 的 皇 家 天 文 机 构 秦 天 监 ， 西 方 ， 。 。 人 用 了... 大 · 约 六 百 年 ！ 的 时 间 窃 取 中 国,1,0,漏报(FN)
所 有 的 魔 。 鬼 ？ ， 无 · 论 多 么 强 大 ， 多 么 邪 恶 ， 都 只 是 鸽 子 的 工 具 ， 而 人 类 则 是 鸽 子 的 创 造 物 。 工 具 只... 是 他 处... 理 创... 作 的 手,0,1,误报(FP)
砸 碎 别 人 脑 袋 的 人 ， 在 神 的 怒 吼 中 破 碎 了 。 那 一 刻 ， 那 颗 还 活 着 的 心 颤 抖 着 ， 失 眠 了 ， 明 亮 的 眼 睛 流 着 泪 ， 朦 胧 着 。,0,1,误报(FP)
... · 砸 碎 别 人 脑 袋 的 人 ， 在 神 的 怒 ， ！ 吼 中 破 碎 了 ！ 。 那 一 ！ 刻 ， 那 颗 还 活 着 的 心 颤 抖 着 ， 失 眠 了 ， 明 。 亮 的 眼 睛 流 着 泪 ， 朦 胧 着 。,0,1,误报(FP)
我 原 本 想 和 神 耶 稣 较 量 ， 但 其 实 是 很 愚 蠢 的 。 神 遮 盖 了 你 ， 耶 稣 为 你 赎 罪 ， 还 有 什 么 可 不 满 意 的 呢 ？,0,1,误报(FP)
我 原 本 想 ？ 和 神 耶 稣 较 量 ， 但 其 实 是 ， 很 愚 蠢 的 。 神 遮 盖 了 你 ， ？ 耶 稣 为 你 赎 罪 · ， 还 有 什 。 么 可 ！ 不 满 ？ 意 的 · 呢 ？,0,1,误报(FP)
我 原 来 想 和 上 帝 耶 稣 比 ！ 高 低 ， 其 实 很 愚 昧 。 · 上 帝 罩 着 你 ， 耶 稣 替 你 赎 罪 ， 还 有 啥 ？ 不 ·... 满 ！ 足 的 。,0,1,误报(FP)
圣 经 很 多 章 节 都 是 微 博 的 形 式 - 微 博 是 上 帝 的 语 言 吗 ？,0,1,误报(FP)
... 圣 经 很 多 章 节 都 是 微 博 的 形 式 ， - 微 博 是 上 。 帝 的 语 言 吗 ？,0,1,误报(FP)
新 的 笑 话 又 开 始 了 ， 哈 哈 。 @ 黄 白 松 @ - 谭 世 力 - @ viennavirus / / @ 人 人 zjs ： 史 上 最 牛 官 员 ！ / / @ 高 河 ： 这 人 一 下 子 就 红 了 / / @ 铁 岭,1,0,漏报(FN)
新 ， 段 子 开 始 了 ， 。 哈 哈 ． @ 黄 柏 松 @ -...... 谭 诗 利 - @ viennavirus / / ， @ 酒 中 人... ！ zj · s : 史 上 最 牛 官 员 ？ ！ / / @ 高,1,0,漏报(FN)
特 朗 普 怒 斥 华 盛 顿 国 家 教 会 主 教 http : / / t. cn / a63uyihy 他 肯 定 憋 了 一 整 天 了 。 如 果 不 发 泄 出 来 ， 他 估 计 就 睡 不 着 了 。,0,1,误报(FP)
