topic,en,jp,zh,entropy
0,0.005870841487279843,0.9843444227005871,0.009784735812133072,0.09096864697798299
1,0.6433566433566433,0.1958041958041958,0.16083916083916083,0.896952026485167
2,0.378698224852071,0.27218934911242604,0.34911242603550297,1.0893026748996721
3,0.41139240506329117,0.24050632911392406,0.34810126582278483,1.0754635659345302
4,0.41935483870967744,0.27419354838709675,0.3064516129032258,1.0816589424374048
5,0.049586776859504134,0.23140495867768596,0.71900826446281,0.7248294759833293
6,0.46153846153846156,0.3247863247863248,0.21367521367521367,1.0518721552611878
7,0.3391304347826087,0.26956521739130435,0.391304347826087,1.087259784208814
8,0.6018518518518519,0.14814814814814814,0.25,0.9350554171133882
9,0.5384615384615384,0.2403846153846154,0.22115384615384615,1.0096990023217205
10,0.4787234042553192,0.14893617021276595,0.3723404255319149,1.0041054545422645
11,0.5,0.2702702702702703,0.22972972972972974,1.038075429854551
12,0.352112676056338,0.5633802816901409,0.08450704225352113,0.8996146573000365
13,0.15714285714285714,0.4,0.44285714285714284,1.0180355616961116
14,0.26153846153846155,0.47692307692307695,0.26153846153846155,1.0546510077887006
15,0.9180327868852459,0.04918032786885246,0.03278688524590164,0.33871278370949853
16,0.5166666666666667,0.36666666666666664,0.11666666666666667,0.9597127562836061
17,0.26785714285714285,0.39285714285714285,0.3392857142857143,1.0866369122605337
18,0.5818181818181818,0.21818181818181817,0.2,0.9691645181810287
19,0.0,0.05454545454545454,0.9454545454545454,0.21168754464631545
20,0.020833333333333332,0.9166666666666666,0.0625,0.333697245107728
21,0.0851063829787234,0.0,0.9148936170212766,0.2910671247036172
22,0.391304347826087,0.21739130434782608,0.391304347826087,1.0660493483542606
23,0.20454545454545456,0.45454545454545453,0.3409090909090909,1.0498619138355578
24,0.34146341463414637,0.14634146341463414,0.5121951219512195,0.9908322954317754
25,0.5263157894736842,0.15789473684210525,0.3157894736842105,0.9932682101499606
26,0.35135135135135137,0.02702702702702703,0.6216216216216216,0.7606284906612402
27,0.2702702702702703,0.35135135135135137,0.3783783783783784,1.088836961521142
28,0.6285714285714286,0.2571428571428571,0.11428571428571428,0.888972843935457
29,0.11428571428571428,0.0,0.8857142857142857,0.355382896246011
30,0.029411764705882353,0.0,0.9705882352941176,0.13269142083987176
31,0.6060606060606061,0.36363636363636365,0.030303030303030304,0.7773098260563037
32,0.09090909090909091,0.06060606060606061,0.8484848484848485,0.5272997580716339
33,0.125,0.40625,0.46875,0.9810398994243299
34,0.2903225806451613,0.45161290322580644,0.25806451612903225,1.0676208772568145
35,0.45161290322580644,0.2903225806451613,0.25806451612903225,1.0676208772568145
36,0.7096774193548387,0.06451612903225806,0.22580645161290322,0.7562259342145
37,0.03571428571428571,0.10714285714285714,0.8571428571428571,0.4904499103768102
38,0.07142857142857142,0.32142857142857145,0.6071428571428571,0.8562779956715776
39,0.6071428571428571,0.10714285714285714,0.2857142857142857,0.9002046513038222
40,0.1111111111111111,0.37037037037037035,0.5185185185185185,0.9525594433910547
41,0.038461538461538464,0.0,0.9615384615384616,0.16302362949436594
42,0.0,1.0,0.0,0.0
43,0.4583333333333333,0.16666666666666666,0.375,1.024010220294295
44,0.043478260869565216,0.043478260869565216,0.9130434782608695,0.355712859746894
45,0.0,0.8695652173913043,0.13043478260869565,0.38721237518636065
46,0.045454545454545456,0.9545454545454546,0.0,0.18490739916777568
47,0.3333333333333333,0.5238095238095238,0.14285714285714285,0.9829007277151565
48,0.5238095238095238,0.23809523809523808,0.23809523809523808,1.0220830508128003
49,0.3,0.1,0.6,0.8979457248567797
50,0.0,0.0,1.0,0.0
51,0.05,0.25,0.7,0.7460326647147849
52,0.95,0.05,0.0,0.1985152433458726
53,0.95,0.0,0.05,0.1985152433458726
54,0.3157894736842105,0.15789473684210525,0.5263157894736842,0.9932682101499608
55,0.2631578947368421,0.21052631578947367,0.5263157894736842,1.017164350924834
56,0.21052631578947367,0.21052631578947367,0.5789473684210527,0.9724809323379562
57,0.05263157894736842,0.3684210526315789,0.5789473684210527,0.8392695557891106
58,0.05263157894736842,0.5789473684210527,0.3684210526315789,0.8392695557891106
59,0.0,0.8421052631578947,0.15789473684210525,0.4361623253853443
60,0.5263157894736842,0.21052631578947367,0.2631578947368421,1.017164350924834
61,0.0,0.10526315789473684,0.8947368421052632,0.336495757583516
62,0.2777777777777778,0.16666666666666666,0.5555555555555556,0.9809896824453154
63,0.9444444444444444,0.0,0.05555555555555555,0.2145591551764051
64,0.058823529411764705,0.47058823529411764,0.47058823529411764,0.8760918930634294
65,0.8235294117647058,0.058823529411764705,0.11764705882352941,0.5783252866601272
66,0.0,1.0,0.0,0.0
67,0.5882352941176471,0.23529411764705882,0.17647058823529413,0.9586918593253719
68,0.058823529411764705,0.5294117647058824,0.4117647058823529,0.868719682914265
69,0.375,0.1875,0.4375,1.0433534269422904
70,0.125,0.1875,0.6875,0.8314025204956377
71,0.0625,0.375,0.5625,0.8647400965276372
72,0.6666666666666666,0.2,0.13333333333333333,0.8608513906312316
73,0.6666666666666666,0.2,0.13333333333333333,0.8608513906312316
