annotation_id,annotator,average_prob,christianity_related,created_at,hate_speech,id,lead_time,model_votes,sampling_strategy_tag,text,updated_at,method
5387.0,1.0,0.809977392355601,1,2026-02-26T02:02:54.412906Z,1,15183.0,8.341,2/1,uncertain_or_low_confidence,#环球随手拍# 梵蒂冈的游客，后面还有俩穿黑衣的神父。梵蒂冈的神父这几年绯闻也挺多的，时代还真是变了。,2026-02-26T02:02:54.412928Z,
4253.0,1.0,0.7325448989868164,1,2026-02-18T11:07:43.813776Z,0,15195.0,4.423,1/2,uncertain_or_low_confidence,#两探智利#San Cristóbal山顶有圣母像，是圣地亚哥的一个象征，很多信众来这里祈祷。这个圣母像象征着“圣母无染原罪”。这个是天主教的重要教义，也就是说人人都有原罪但圣母玛利亚除外。这点东正教和新教都不承认。我无法作评价，你觉得呢？,2026-02-18T11:07:43.813799Z,
420.0,1.0,0.7647851506868998,1,2026-02-02T11:58:05.921863Z,1,15204.0,4.401,1/2,uncertain_or_low_confidence,不是，牧师都有月升了，这些减费何意味,2026-02-02T11:58:05.921880Z,
5557.0,1.0,0.8859828313191732,1,2026-02-28T01:52:09.294833Z,0,15206.0,14.544,2/1,uncertain_or_low_confidence,读英格兰盎格鲁萨克逊诸王时期历史，挺意外，很多国王都把去罗马朝圣送钱作为最重要的事，往往早退位，在修道院死去。休谟对这一时期的天主教，英格兰修道院无情的揭露和批判，特别是圣徒邓斯坦的伪善和他犯下的惊人暴行，用烧红的铁块烫伤王后美丽的脸，挑断筋脉，使王后痛苦挣扎几天才死去。,2026-02-28T01:52:09.294859Z,
5412.0,1.0,0.7514782746632894,1,2026-02-26T02:08:31.323805Z,0,15207.0,3.486,1/2,uncertain_or_low_confidence,//@熊猫panda宝贝:[泪]//@TangSkywalker: 愿上帝佛祖真主耶稣保佑平凡善良的人。。。[泪],2026-02-26T02:08:31.323825Z,
805.0,1.0,0.9028601249059042,1,2026-02-02T12:56:59.782198Z,0,15214.0,2.903,1/2,uncertain_or_low_confidence,哈利路亚//@远牧师: 从我自己信耶稣前后的婚姻经历中，领悟到一条夫妻相处之道：认自己的罪，免对方的债，就一同享受幸福。认对方的罪，免自己的债，就一同忍受痛苦。,2026-02-02T12:56:59.782215Z,
2226.0,1.0,0.8394188086191813,1,2026-02-13T06:02:59.533424Z,0,15215.0,4.755,1/2,uncertain_or_low_confidence,历史中的一些景象也开始在我脑海中浮现：话说1843年上海开埠，当年这里曾是渡口，美国圣公会主教蓬恩先生便在渡口之西建造了一座浮桥，以利百姓出行。,2026-02-13T06:02:59.533445Z,
818.0,1.0,0.8258365392684937,1,2026-02-02T12:57:48.943968Z,1,15221.0,5.466,2/1,uncertain_or_low_confidence,"1，可以理解
2，闹麻了
3，弱智
4，不是人类
5，智斗巅峰
麻辣消费者赛博十字军东征消费观镇楼",2026-02-02T12:57:48.943990Z,
5550.0,1.0,0.8538432121276855,1,2026-02-28T01:48:36.798356Z,0,15222.0,22.71,2/1,uncertain_or_low_confidence,#费尔蒙时光#母亲节#婴儿落入凡间之前，非常担心的问上帝，“我这么弱小，怎么能生存下来呢？”上帝摸摸婴儿的头说道：“不用担心，我已经派了一位天使给你，她会永远爱你，保护你的。”“那我应该怎样叫她呢”？上帝回答“你就简单的称呼她为‘妈妈’吧”。让我们一起“转”出对母亲无限的爱吧！,2026-02-28T01:48:36.798372Z,
893.0,1.0,0.8117589155832926,1,2026-02-03T00:18:29.901099Z,0,15225.0,4.371,1/2,uncertain_or_low_confidence,君士坦丁堡还有东正教牧首啊，土耳其人不管吗,2026-02-03T00:18:29.901118Z,
518.0,1.0,0.7991875012715658,1,2026-02-02T12:18:14.600709Z,1,15240.0,2.335,1/2,uncertain_or_low_confidence,对他们来说孙悟空都可以是基督徒,2026-02-02T12:18:14.600730Z,
5419.0,1.0,0.8942229747772217,1,2026-02-26T02:14:17.000760Z,0,15247.0,4.699,1/2,uncertain_or_low_confidence,感谢主 //@马太福音AAA:每天都渴望上帝的祝福和慈爱. //@王汝刚传道: //@赖二当家: //@吕瑞林小三儿: //@信奉救主耶稣:好些神的大爱！以马内利: //@凉茶歪歪: 感谢神！哈利路亚！ //@全然信靠主耶稣: 感谢神！,2026-02-26T02:14:17.000786Z,
3232.0,1.0,0.7003918886184692,1,2026-02-15T12:33:27.639066Z,1,15257.0,6.565,1/2,uncertain_or_low_confidence,这些东西有意思吗？没有婚姻这些天主教徒哪里来的？没有父母他们难道是石头里蹦出来的吗？,2026-02-15T12:33:27.639093Z,
3172.0,1.0,0.7696860631306967,1,2026-02-15T12:13:01.063160Z,1,15258.0,9.966,1/2,uncertain_or_low_confidence,我也同意 //@白水孙冰:回复 @浮云去了:我只能为我的弟兄孙海英祷告了！主看顾并保守他的心。因心是一切行为的果效！  //@浮云去了:孙海英这样的人基督教也收，掉价[酷] 以后可能被打压了  //@白水孙冰:好复杂哦！神怜悯眷顾爱他的门徒吧！,2026-02-15T12:13:01.063178Z,
3288.0,1.0,0.7961105505625407,1,2026-02-15T12:38:11.331921Z,0,15260.0,3.493,2/1,uncertain_or_low_confidence,因为追女孩子被拒，出现了Facebook，因为找工作被拒绝，出现了whatsapp。如今两个曾经都被拒绝的男人又走到了一起[偷笑]想起《圣经》上说的：“当上帝关了这扇门，一定会为你打开另一扇门。”,2026-02-15T12:38:11.331943Z,
567.0,1.0,0.8877787590026855,1,2026-02-02T12:33:37.560236Z,0,15275.0,2.612,1/2,uncertain_or_low_confidence,何等蒙福的老姊妹//@蔡治营:上帝爱你//@�州�建民://@优游香草山://@耶稣基督的仆人: 感谢上帝! //@英子-沙伦玫瑰:荣耀归主，但是你要信啊。//@KoTung:转发微博,2026-02-02T12:33:37.560250Z,
1127.0,1.0,0.8437863985697428,1,2026-02-05T13:53:36.118657Z,0,15285.0,11.53,1/2,uncertain_or_low_confidence,4-不管如何，这一天，都是庆祝“真爱”的日子，不管是男女情爱，还是灵魂之爱、对人类的博爱，或者对上帝的爱。情人节，是至爱之情，非不伦外情也！,2026-02-05T13:53:36.118668Z,
4350.0,1.0,0.786085327466329,1,2026-02-18T11:16:14.081526Z,0,15301.0,2.639,2/1,uncertain_or_low_confidence,第三次十字军东征中一个小插曲，狮心王理查带领54名骑士，15匹马，打退7次穆斯林千人冲锋，然后，他竟然带领十几个骑士发起了反击！对手萨拉丁惊叹地看着如此少的人进攻如此多的军队，但理查的马被打死，他给理查送去2匹好马，“如此英勇的战士不应没有马骑”。真是英雄之间的惺惺相惜啊。,2026-02-18T11:16:14.081548Z,
3414.0,1.0,0.7673840721448263,1,2026-02-15T12:56:12.245405Z,0,15314.0,2.806,1/2,uncertain_or_low_confidence,天津利顺德酒店迎来了150周岁的生日，让我们不妨回顾下在利顺德历史上十分重要的人－殷森德和海维林。殷森德是英国基督会第一个来津的传教士，也是饭店的创始人。而海维林是利顺德公司的股东，在1916年被命名为总经理……,2026-02-15T12:56:12.245420Z,
4297.0,1.0,0.8507243196169535,1,2026-02-18T11:10:16.789876Z,0,15315.0,2.372,1/2,uncertain_or_low_confidence,上帝让这个天使结婚了 Nick Vujicic http://t.cn/a1Gbqg,2026-02-18T11:10:16.789900Z,
464.0,1.0,0.7790923515955607,1,2026-02-02T12:00:34.795599Z,1,15324.0,10.449,1/2,uncertain_or_low_confidence,“上帝粒子”真不像个科学名词，倒像哲学名词。不过它对于，“最后一种未被发现的基本粒子，也是解释物质质量之谜的最重要粒子”来说还是挺配的。要是中国人发现的话，会称为佛陀粒子或天尊粒子吗？,2026-02-02T12:00:34.795617Z,
4300.0,1.0,0.8220242261886597,1,2026-02-18T11:10:39.108453Z,0,15365.0,18.391,1/2,uncertain_or_low_confidence,传福音和讲福音是两回事，现代信徒喜欢讲，喜欢讨论，喜欢转发，但现实中却没有去传。传的意思是除了讲整全福音外，也要帮助人离开罪，叫人知罪是爱，叫人离开罪也是爱，而不是讲究说得完整，要不然福音就只一味讲，没有神的大能,2026-02-18T11:10:39.108474Z,
378.0,1.0,0.7753843069076538,0,2026-02-02T11:48:08.854987Z,1,15373.0,6.663,1/2,uncertain_or_low_confidence,#韩国围棋队主教练发声# 棒子不值得被尊重！,2026-02-02T11:48:08.855007Z,
2139.0,1.0,0.7890241543451945,1,2026-02-13T04:16:38.697126Z,0,15385.0,13.876,2/1,uncertain_or_low_confidence,http://t.cn/hssW1 有人讲这几块突兀的巨石是上帝的礼物，就屹立在一片平原之上。巨石上的修道院已有千年的历史，那时的人究竟怎么修建的，又有多少秘密藏在这空中。。。“找个好地儿去过冬”！@希腊国家旅游组织 @新浪尚品 http://t.cn/Sc2woG,2026-02-13T04:16:38.697146Z,
3511.0,1.0,0.8566660284996033,1,2026-02-15T13:11:42.836468Z,0,15389.0,5.15,1/2,uncertain_or_low_confidence,5月19号发的关于埃及的PS合成，当时关心的人很少。这张照片应该是来自卢克索神庙，特别漂亮，正面不好取景，角度有点斜。《亡灵书》是古埃及史诗，写在莎草纸上，刻在墓壁上，诗意美好，是因为与永生有关。《亡灵书》的文学成就其实与《荷马史诗》《印度史诗》《圣经旧约》齐名。#关心埃及的美#,2026-02-15T13:11:42.836488Z,
4228.0,1.0,0.7965172131856283,1,2026-02-18T11:05:47.120758Z,0,15390.0,3.006,2/1,uncertain_or_low_confidence,末日边缘的我们，似乎都在坠落，都在堕落，纯粹的人看不见了，到处在互相调侃，互相设防。连上帝看着都已经沉默了，人都不自重了，上帝还坚持什么。人都无所谓了，苍天还在坚持！感激每一天的阳光，那是上帝的宽容，不忍苍生遭受疾苦。,2026-02-18T11:05:47.120788Z,
5397.0,1.0,0.8423406084378561,1,2026-02-26T02:06:49.506014Z,0,15401.0,3.001,1/2,uncertain_or_low_confidence,Following gods lead //@每日圣经研读: 人所行的，在自己眼中都看为正，惟耶和华衡量人心。,2026-02-26T02:06:49.506039Z,
